C1	1449	1625
C1	1711	2833
C1	2875	3287
C1	4096	6192
C1	7519	9142
C1	9720	10577
C1	13442	18016
C1	32747	35616
C1	37620	38611
C1	39858	40949
C1	46852	50484
C1	56994	58274
C1	59010	59813
C1	60105	60650
C1	68965	70059
C1	101262	101587
C1	103201	103782
C1	104706	106401
C1	106807	107898
C1	112301	112518
C1	112982	113278
C1	124351	124668
C1	128563	130200
C1	130440	133386
C1	134318	135251
C1	136068	137000
C1	137577	141372
C1	143166	145211
C1	146725	147892
C1	148961	151258
C1	152224	152397
C1	153250	156261
C1	164958	168351
C1	171288	172030
C1	172779	174206
C1	175196	180272
C1	181177	182520
C1	183323	183774
C1	184847	187483
C1	187906	188396
C1	189713	189898
C1	191317	191852
C1	192637	194204
C1	195435	197330
C1	198178	198525
C1	201151	201833
C1	202463	202892
C1	205351	206116
C1	206881	208172
C1	209076	210429
C1	210647	211042
C1	216852	221622
C1	223558	223902
C1	228012	229293
C1	237167	240760
C1	268432	270656
C1	278884	293749
C1	294476	298099
C1	298888	301646
C1	303111	304129
C1	305351	307099
C1	307305	310237
C1	311161	312318
C1	312999	314150
C1	315809	316990
C1	318794	320041
C1	321166	325298
C1	326250	326624
C1	327846	332013
C1	332921	333825
C1	335055	337102
C1	338267	340975
C1	341809	342363
C1	343002	346119
C1	348332	350686
C1	355639	355854
C1	356379	358290
C1	362097	362850
C1	364533	367532
C1	369625	370506
C1	389508	390850
C1	391163	392257
C1	398205	400236
C1	410105	411319
C1	416156	417927
C1	422859	423689
C1	428057	430528
C1	433534	434236
C1	436689	439232
C1	442209	443381
C1	449360	449836
C1	452569	453897
C1	455775	457537
C1	458346	460059
C1	460829	461368
C1	462750	465039
C1	466591	468617
C1	469754	471553
C1	480326	482164
C1	483958	486303
C1	487037	489598
C1	490658	490990
C1	493143	495103
C1	496823	502553
C1	507989	508329
C1	510024	511300
C1	517217	520472
C1	521661	524143
C1	526071	527834
C1	528751	529408
C1	530279	530554
C1	530856	531254
C1	532704	534591
C1	537698	541903
C1	549649	550762
C1	552706	553841
C1	561431	562659
C1	563236	563667
C1	568201	568758
C1	570085	573175
C1	574961	576525
C1	582952	586456
C1	586784	588201
C1	589917	590645
C1	594703	596190
C1	598015	601410
C1	602483	603777
C1	631599	633557
C1	637632	638005
C1	640020	640662
C1	641260	644021
C1	645871	647753
C1	647994	650435
C1	650968	652113
C1	660036	663177
C1	664044	665478
C1	671364	672649
C1	675387	675661
C1	682832	685103
C1	685820	686427
C1	692192	692718
C1	714014	715047
C1	727102	728447
C1	733205	734352
C1	740167	741933
C1	750266	752556
C1	754548	756978
C1	773325	775118
C1	776453	777193
C1	781589	783307
C1	784924	787370
C1	796218	797819
C1	804116	805539
C1	809808	811419
C1	822968	825305
C1	825734	827779
C1	831804	832595
C1	841976	843248
C1	844503	845900
C1	849858	854556
C1	854815	855115
C1	857465	863513
C1	870731	871409
C1	873685	874521
C1	878635	882163
C1	887848	888321
C1	888855	890228
C1	891624	893979
C1	902827	904197
C1	904518	907591
C1	914519	915403
C1	916025	917167
C1	917568	919327
C1	924617	925048
C1	932848	934566
C1	938077	939794
C1	951852	954339
C1	956296	957173
C1	963781	965912
C1	976293	979013
C1	980447	982680
C1	984138	984671
C1	987434	990222
C1	993249	993635
C1	998080	998833
C1	1007257	1008030
C1	1008632	1009264
C1	1009727	1013961
C1	1014345	1015036
C1	1015954	1016214
C1	1020263	1020520
C1	1023910	1027896
C1	1028299	1029276
C1	1055793	1058139
C1	1058784	1060646
C1	1063744	1065944
C1	1075204	1075797
C1	1082348	1083085
C1	1088643	1090779
C1	1103797	1105498
C1	1106930	1107991
C1	1110701	1111133
C1	1117998	1119724
C1	1120588	1122064
C1	1122659	1124149
C1	1127354	1130401
C1	1137641	1138630
C1	1143296	1144119
C1	1145885	1147087
C1	1147488	1148567
C1	1155686	1158043
C1	1161032	1164296
C1	1166157	1168600
C1	1176224	1178936
C1	1181685	1187222
C1	1190293	1192136
C1	1193026	1194573
C1	1197989	1198737
C1	1203236	1204564
C1	1206291	1207695
C1	1213325	1213766
C1	1214058	1218179
C1	1218574	1220079
C1	1220782	1221899
C1	1222271	1224808
C1	1227566	1229177
C1	1236655	1238451
C1	1240855	1242820
C1	1245434	1247668
C1	1249512	1251569
C1	1256936	1258233
C1	1261029	1262472
C1	1262820	1264493
C1	1265542	1266966
C1	1273763	1274299
C1	1280332	1284712
C1	1297435	1298541
C1	1304145	1306865
C1	1310133	1313130
C1	1313775	1314874
C1	1317529	1318638
C1	1323109	1325149
C1	1327640	1329203
C1	1330940	1332328
C1	1334910	1337923
C1	1338284	1339827
C1	1356503	1356652
C1	1360882	1362661
C1	1366019	1367742
C1	1369121	1370590
C1	1377029	1379059
C1	1383609	1387017
C1	1387938	1389081
C1	1389787	1391715
C1	1401222	1402440
C1	1411815	1412792
C1	1417455	1419706
C1	1421391	1422023
C1	1423282	1426015
C1	1429287	1429526
C1	1437970	1440513
C1	1442949	1444483
C1	1449550	1453708
C1	1454041	1454412
C1	1455705	1456076
C1	1456610	1458053
C1	1461568	1463116
C1	1463834	1466723
C1	1469588	1472227
C1	1473610	1474841
C1	1477429	1478338
C1	1480564	1483844
C1	1487991	1492232
C1	1499661	1503739
C1	1505829	1513501
C1	1524771	1526197
C1	1528424	1531065
C1	1543266	1544120
C1	1544585	1545255
C1	1553051	1555475
C1	1560876	1564575
C1	1565427	1567797
C1	1568161	1571946
C1	1583096	1585082
C1	1589931	1591165
C1	1592581	1593136
C1	1594170	1594397
C1	1595199	1596118
C1	1601209	1602608
C1	1633247	1633603
C1	1637683	1639088
C1	1639751	1640107
C1	1646015	1646858
C1	1647501	1648808
C1	1650315	1653746
C1	1656377	1656691
C1	1664452	1665670
C1	1666656	1668743
C1	1674006	1690573
C1	1690866	1691796
C1	1692428	1694968
C1	1699655	1700143
C1	1702556	1703308
C1	1705038	1706318
C1	1708176	1708850
C1	1709327	1709935
C1	1715335	1716668
C1	1717608	1719095
C1	1723356	1724874
C1	1727336	1728780
C1	1729211	1730552
C1	1737024	1739524
C1	1764782	1765299
C1	1783204	1784078
C1	1788317	1791263
C1	1794003	1796387
C1	1802208	1805060
C1	1806497	1807631
C1	1821823	1826377
C1	1826558	1828120
C1	1831375	1833515
C1	1834020	1835649
C1	1836052	1836832
C1	1839645	1846270
C1	1848400	1852134
C1	1854922	1855113
C1	1860184	1860644
C1	1861409	1863157
C1	1864048	1864831
C1	1865878	1867758
C1	1869169	1869814
C1	1872628	1873383
C1	1874274	1875116
C1	1877723	1878622
C1	1899078	1899851
C1	1900513	1903019
C1	1904436	1906391
C1	1911554	1911745
C1	1912860	1913789
C1	1916696	1918268
C1	1918487	1919881
C1	1921037	1922325
C1	1926212	1926898
C1	1929865	1931651
C1	1936596	1937180
C1	1940960	1943254
C1	1945925	1947618
C1	1948158	1951496
C1	1952036	1952383
C1	1952891	1953295
C1	1953459	1955178
C1	1957200	1958357
C1	1961613	1962521
C1	1971008	1977656
C1	1981307	1983784
C1	1987297	1988662
C1	1992206	1992628
C1	1994061	1996708
C1	2004530	2007511
C1	2008231	2011889
C1	2014080	2014663
C1	2015020	2015886
C1	2023158	2027171
C1	2028848	2032037
C1	2032508	2034951
C1	2043632	2046542
C1	2048708	2051407
C1	2053583	2054834
C1	2055332	2056595
C1	2063817	2065697
C1	2066494	2068570
C1	2069252	2071651
C1	2071978	2073004
C1	2075575	2075913
C1	2079511	2080724
C1	2082658	2084001
C1	2092227	2094693
C1	2095435	2096952
C1	2101326	2102015
C1	2114851	2115392
C1	2118720	2119612
C1	2127285	2128658
C1	2130934	2132431
C1	2136598	2140570
C1	2144212	2145201
C1	2148325	2148958
C1	2152967	2154491
C1	2161959	2164375
C1	2165204	2167189
C1	2168607	2171531
C1	2172492	2178257
C1	2183314	2183832
C1	2186902	2188817
C1	2191255	2196936
C1	2197368	2197682
C1	2199683	2199961
C1	2201870	2202187
C1	2218357	2218671
C1	2229607	2230034
C1	2251759	2252082
C1	2258925	2259353
C1	2260979	2265661
C1	2274149	2275018
C1	2283934	2284998
C1	2289274	2290206
C1	2292102	2294066
C1	2294439	2295050
C1	2295932	2298489
C1	2298895	2299984
C1	2301204	2302105
C1	2306812	2308077
C1	2308601	2311155
C1	2311845	2319068
C1	2320025	2320654
C1	2321699	2322525
