1	3631	5899
1	5928	8737
1	11649	13714
1	23146	31227
1	28500	28706
1	31170	33153
1	33379	37871
1	38752	40944
1	44677	44787
1	45296	47019
1	47485	49286
1	50075	51199
1	52239	54692
1	56624	56740
1	57269	59167
1	61905	63811
1	64166	67625
1	70115	72138
1	72339	74096
1	73931	74737
1	75583	76758
1	78932	79032
1	83045	84864
1	86515	88213
1	88898	89745
1	91376	95651
1	95987	97407
1	97456	99240
1	99894	101834
1	104491	105330
1	108946	111609
1	111890	111961
1	112263	113947
1	114286	116108
1	116943	118764
1	119397	119997
1	120154	121130
1	121067	130577
1	132328	135831
1	136124	138162
1	138513	139568
1	141971	143183
1	143564	145684
1	147153	147942
1	148120	149806
1	150689	152210
1	153113	154198
1	154492	156011
1	156801	158655
1	159856	162572
1	163419	166239
1	164105	165517
1	166589	167842
1	168723	171165
1	172146	172948
1	173251	173466
1	175782	178400
1	180059	182358
1	185133	186923
1	187211	190056
1	190596	192139
1	192640	193670
1	195780	198684
1	199639	201775
1	202136	204335
1	205176	207435
1	209395	213041
1	214229	217304
1	218994	221286
1	221691	224340
1	225665	227302
1	229013	230917
1	230994	232508
1	232841	237817
1	240057	242608
1	242843	245988
1	246411	248367
1	249141	252462
1	252947	254495
1	259495	261474
1	262828	267771
1	268330	269819
1	269792	270775
1	270956	272061
1	272111	274569
1	275366	276310
1	276266	278448
1	278615	282891
1	282761	284245
1	284610	291094
1	293342	295040
1	295221	295859
1	296001	298120
1	298535	302315
1	303537	304358
1	304133	306287
1	306384	306456
1	306480	309109
1	309275	309347
1	310316	313130
1	313101	315902
1	316128	319650
1	319836	322860
1	323027	324917
1	325379	330619
1	330588	337582
1	338291	340077
1	340172	341999
1	343166	344341
1	345812	347592
1	347891	352480
1	352637	354969
1	355321	357258
1	358104	359078
1	359117	360518
1	360918	363094
1	365209	367340
1	370257	370967
1	372064	372210
1	373335	386847
1	387277	389647
1	389812	392816
1	392831	395528
1	395761	399897
1	400035	401882
1	403190	404456
1	404600	408619
