1	34627	35558
1	69695	71121
1	83323	84281
1	124849	179713
1	351708	362907
1	401206	407700
1	463572	478996
1	484627	492432
1	559139	559877
1	669920	733729
1	709515	710143
1	922635	929992
1	944294	1188287
1	1189228	1222846
1	1223586	1233673
1	1233910	1264762
1	1265743	1292028
1	1308527	1310072
1	1324544	1361378
1	1376827	1397948
1	1467704	1496151
1	1563137	1591758
1	1593295	1627137
1	2029406	2048813
1	2067036	2099875
1	2109219	2196114
1	2204895	2216515
1	2259115	2360138
1	2382873	2459950
1	2462828	2476977
1	2490259	2502545
1	2781252	2919429
1	3072635	3111486
1	3113949	3122613
1	3483533	3721930
1	3805674	3806442
1	4257434	4257698
1	4846978	4847475
1	5745203	5915273
1	5891441	5891949
1	6157625	6174155
1	6366369	6414544
1	6475462	6489207
1	6490671	6517408
1	6521212	6533387
1	6545662	6603891
1	6630182	6643906
1	8811792	8861602
1	8955134	8963815
1	9242710	9250037
1	9607382	9921004
1	10034320	10069729
1	10069680	10076995
1	10083035	10165613
1	10201965	10217710
1	14791090	15026555
1	18058709	18207251
1	18208866	18233154
1	18719635	18748457
1	18902910	18904544
1	18909512	18928469
1	18950612	18993431
1	20472812	20473172
1	20664990	20798853
1	22123655	22181827
1	22290120	22300252
1	22455500	22474290
1	22474171	22497927
1	22552002	22552769
1	23993692	23995967
1	24395321	24588683
1	25620170	26210494
1	28411204	28411543
1	28658790	28905833
1	30300687	30304847
1	32836014	32836606
1	33285874	33668672
1	33853693	33854670
1	34683616	34707256
1	34970460	35004356
1	35009035	35024781
1	35655412	35660398
1	35660674	35743248
1	35753286	35759257
1	36837036	37123463
1	37803108	37866950
1	37875395	37952674
1	37915516	37930838
1	37960749	38021040
1	38712791	38713251
1	40608729	41623778
1	41640353	41679711
1	41700079	41756925
1	41758531	41824958
1	41826468	41859594
1	41870257	41915644
1	41955547	41957126
1	42035719	42036686
1	42308634	42309643
1	42451745	42459005
1	42518056	42531538
1	42566823	42571545
1	42678533	42742169
1	42743866	42802957
1	43541936	43717619
1	43730028	44124279
1	43756830	43760080
1	44127068	44151800
1	44199315	44254410
1	44261477	44281308
1	44294568	44331743
1	44332311	44372624
1	44393265	44490892
1	44647591	44712979
1	44747456	44754528
1	44755394	44770677
1	44857815	44928998
1	44947709	44965530
1	45021274	45078993
1	45281219	45394335
1	45415066	45478330
1	45489052	45521372
1	45522505	45642829
1	45667461	45822623
1	46088714	46161410
1	46162638	46317067
1	46339132	46343357
1	46355783	46370616
1	46382671	46412050
1	46415223	46420721
1	46431094	46452391
1	46464509	46518744
1	46543385	46554479
1	47006456	47007062
1	47062525	47063840
1	47253805	47305082
1	50332272	50558841
1	50659370	50880121
1	52548841	52841455
1	53103996	53169038
1	53295477	53368940
1	53510439	53521247
1	53530575	53687569
1	53727496	53754034
1	53768326	53884123
1	53995476	54043198
1	54140526	54305154
1	54481399	54490989
1	54509507	54516574
1	54654216	54654795
1	55802106	55802433
1	56028467	56029112
1	56164104	56165929
1	56353745	56378308
1	56722581	56818961
1	56844455	56894475
1	57054879	57145880
1	57156326	57169463
1	57178554	57192433
1	57213904	57268918
1	57279554	57319747
1	57326875	57340896
1	57360423	57501871
1	57568530	57591076
1	57672616	57701243
1	57752209	57786798
1	57786942	57807544
1	57819993	57855630
1	58015564	58028842
1	58085014	58125875
1	58152817	58166584
1	58170478	58185755
