# HGNC gene id	# source ID
FLNC	HGNC
GGH	HGNC
MGST3	HGNC
MYO1C	HGNC
MYO10	HGNC
MYH10	HGNC
MYH11	HGNC
PFDN5	HGNC
SERPINB6	HGNC
STX7	HGNC
TPP1	HGNC
VCPIP1	HGNC
MSLN	HGNC
CCR9	HGNC
MORC1	HGNC
KRT9	HGNC
ATP2B2	HGNC
MDM4	HGNC
RAP1A	HGNC
ROCK1	HGNC
CDC26	HGNC
CDC45	HGNC
COL1A2	HGNC
COL3A1	HGNC
COL4A6	HGNC
COL5A2	HGNC
COL6A3	HGNC
CDKN2D	HGNC
EPO	HGNC
EPOR	HGNC
ITGB5	HGNC
LPO	HGNC
MMP11	HGNC
PIAS4	HGNC
SLC34A2	HGNC
ALPI	HGNC
DCK	HGNC
PDLIM1	HGNC
DUT	HGNC
PFN2	HGNC
PSMA2	HGNC
SSR4	HGNC
UBE2A	HGNC
UBL3	HGNC
USP4	HGNC
UROD	HGNC
PHF1	HGNC
ANK3	HGNC
NFASC	HGNC
SPTBN4	HGNC
P2RX7	HGNC
GM2A	HGNC
PPP6R3	HGNC
PRB1	HGNC
RERG	HGNC
RRAD	HGNC
STYK1	HGNC
SOCS6	HGNC
CASR	HGNC
GSDMA	HGNC
GSDMD	HGNC
PELI2	HGNC
KCNK6	HGNC
TYRP1	HGNC
ARPIN	HGNC
BCL10	HGNC
ECSIT	HGNC
FBXO32	HGNC
MALT1	HGNC
NLRC3	HGNC
NUMBL	HGNC
OTUD5	HGNC
RBM23	HGNC
SIVA1	HGNC
SMAD2	HGNC
TBKBP1	HGNC
TAB1	HGNC
TAB2	HGNC
TRAF4	HGNC
EDA2R	HGNC
GLRX	HGNC
PELI3	HGNC
PIK3CB	HGNC
PIK3CD	HGNC
PRKCZ	HGNC
TGFBR3	HGNC
UBE2V1	HGNC
ZFAND6	HGNC
ZC3H12A	HGNC
CTAGE5	HGNC
ERI3	HGNC
SEC24D	HGNC
CHMP2B	HGNC
CHMP4A	HGNC
CHMP4B	HGNC
CTAGE1	HGNC
SAR1A	HGNC
SAR1B	HGNC
XPR1	HGNC
KRT33A	HGNC
APIP	HGNC
PBXIP1	HGNC
SNW1	HGNC
CDK16	HGNC
CDK18	HGNC
HIVEP1	HGNC
STK33	HGNC
SUV39H1	HGNC
USP1	HGNC
GNA13	HGNC
ARHGAP5	HGNC
LAMB1	HGNC
RRAGA	HGNC
FIP1L1	HGNC
OPTN	HGNC
BGN	HGNC
CAV3	HGNC
SLC8A1	HGNC
TRPC1	HGNC
TRPC3	HGNC
TRPC6	HGNC
TRPV2	HGNC
UTRN	HGNC
IL5RA	HGNC
HNRNPF	HGNC
KPNB1	HGNC
TMEM201	HGNC
ARFIP2	HGNC
DEFB114	HGNC
HLF	HGNC
ATP2A1	HGNC
BAG2	HGNC
PRIM2	HGNC
GLI1	HGNC
LRP2	HGNC
RAB23	HGNC
RBM20	HGNC
TBX20	HGNC
TEAD1	HGNC
ACTG2	HGNC
ACTN2	HGNC
ANK2	HGNC
ANKRD1	HGNC
CACNA2D2	HGNC
CNN1	HGNC
CASQ2	HGNC
CERS6	HGNC
CCDC141	HGNC
CSRP1	HGNC
CSRP3	HGNC
FGF12	HGNC
FNDC5	HGNC
FHL2	HGNC
GJA3	HGNC
HAND2	HGNC
LMOD2	HGNC
MEF2A	HGNC
MYBPC3	HGNC
MYBPHL	HGNC
MYH1	HGNC
MYL4	HGNC
MYL7	HGNC
MYOZ2	HGNC
NOSTRIN	HGNC
NR2F1	HGNC
OBSCN	HGNC
KCND2	HGNC
KCNJ3	HGNC
KCNJ5	HGNC
SLN	HGNC
TRND	HGNC
TRDN	HGNC
TNNT2	HGNC
ZNF451	HGNC
DNA2	HGNC
EIF2S3	HGNC
MAPK7	HGNC
PRKCE	HGNC
CD180	HGNC
AQP4	HGNC
ECD	HGNC
ERAP1	HGNC
FOXN1	HGNC
CEBPG	HGNC
EMC1	HGNC
EMC4	HGNC
EMC6	HGNC
DDOST	HGNC
MMGT1	HGNC
RETREG1	HGNC
RPN1	HGNC
RPN2	HGNC
SPCS1	HGNC
SLC7A7	HGNC
FKBP2	HGNC
CAPN2	HGNC
CAPN6	HGNC
CCL26	HGNC
MICA	HGNC
SLAMF6	HGNC
COL6A2	HGNC
LAIR1	HGNC
PRB4	HGNC
PCDHGB5	HGNC
CLDN6	HGNC
PLSCR1	HGNC
EIF2B4	HGNC
MRPL23	HGNC
ASIP	HGNC
FGF5	HGNC
MC1R	HGNC
NHLRC1	HGNC
CHST1	HGNC
CLDN3	HGNC
ACD	HGNC
CTC1	HGNC
NOP10	HGNC
TINF2	HGNC
WRAP53	HGNC
DKC1	HGNC
RTEL1	HGNC
CLDN2	HGNC
CORT	HGNC
NTRK2	HGNC
NTF3	HGNC
POLB	HGNC
KCNJ11	HGNC
SLC9A1	HGNC
PARK7	HGNC
RAB27A	HGNC
RAB35	HGNC
TBC1D10A	HGNC
LGALS9	HGNC
DPYD	HGNC
PTBP2	HGNC
S1PR3	HGNC
S1PR4	HGNC
S1PR5	HGNC
SLC20A2	HGNC
SH2D1A	HGNC
CORO1A	HGNC
MAGT1	HGNC
STK4	HGNC
CTPS1	HGNC
NSUN5	HGNC
NOP56	HGNC
RBMX	HGNC
WDR12	HGNC
BOP1	HGNC
HMGA1	HGNC
ILF3	HGNC
MATR3	HGNC
PGK1	HGNC
PRPS2	HGNC
PSMD11	HGNC
PSMD3	HGNC
RPL35A	HGNC
SNRPD1	HGNC
SNRPD2	HGNC
SNRPA	HGNC
SF3B4	HGNC
SMC2	HGNC
SSRP1	HGNC
TNPO1	HGNC
UHRF1	HGNC
TRIT1	HGNC
RNU1-4	HGNC
HSD11B1	HGNC
HSD11B2	HGNC
USE1	HGNC
NR0B2	HGNC
PTPN6	HGNC
PDP1	HGNC
CRNN	HGNC
DRC1	HGNC
MREG	HGNC
DOCK6	HGNC
PROS1	HGNC
STAR	HGNC
GAB1	HGNC
CDK5RAP2	HGNC
FCRL6	HGNC
REC8	HGNC
PSMD14	HGNC
SNAP23	HGNC
UBE2V2	HGNC
ALOX15	HGNC
CLCA1	HGNC
CST1	HGNC
POSTN	HGNC
RFX3	HGNC
BPIFB3	HGNC
BPIFB6	HGNC
KHSRP	HGNC
SUGP1	HGNC
CDHR3	HGNC
C14ORF28	HGNC
DBI	HGNC
FBP1	HGNC
FBP2	HGNC
GBA	HGNC
HNRNPDL	HGNC
PLEKHM1	HGNC
SNAP29	HGNC
STX17	HGNC
COPS6	HGNC
NPLOC4	HGNC
RABGEF1	HGNC
IGF2R	HGNC
PSMD7	HGNC
RNF168	HGNC
RNF31	HGNC
ACRV1	HGNC
IL31	HGNC
CD52	HGNC
SBF2	HGNC
C7	HGNC
ID2	HGNC
SCARNA13	HGNC
SNHG10	HGNC
MVP	HGNC
RPL27	HGNC
BCL2L11	HGNC
BCL2L14	HGNC
C1S	HGNC
IFT88	HGNC
POTEE	HGNC
C4A	HGNC
HRG	HGNC
BNIP3L	HGNC
FBXO30	HGNC
FBXO40	HGNC
GHRL	HGNC
TP53INP2	HGNC
ECM2	HGNC
CLCN5	HGNC
ALYREF	HGNC
LSM4	HGNC
NKAP	HGNC
PNISR	HGNC
SDAD1	HGNC
PNN	HGNC
PAPD5	HGNC
PTOV1	HGNC
SRSF1	HGNC
RAB10	HGNC
ATL1	HGNC
PITPNB	HGNC
RTN2	HGNC
HAS3	HGNC
TRAC	HGNC
WNT16	HGNC
PLXDC1	HGNC
SSTR2	HGNC
TUSC2	HGNC
NQO1	HGNC
GPR20	HGNC
CYP27B1	HGNC
PRG2	HGNC
RGS4	HGNC
RGS5	HGNC
G2E3	HGNC
RGN	HGNC
CYC1	HGNC
MVK	HGNC
PMVK	HGNC
TNFRSF10C	HGNC
DNAH5	HGNC
ALCAM	HGNC
ANGPTL3	HGNC
MDK	HGNC
HAX1	HGNC
HTRA2	HGNC
RBM25	HGNC
DIABLO	HGNC
ENDOG	HGNC
TPSB2	HGNC
PHOSPHO1	HGNC
GMDS	HGNC
CD58	HGNC
LAMP3	HGNC
RCVRN	HGNC
SNORD38A	HGNC
PER1	HGNC
CYP2B6	HGNC
CDCP1	HGNC
KRT28	HGNC
ABCB5	HGNC
ABCE1	HGNC
RPAIN	HGNC
EEF1B2	HGNC
NCBP1	HGNC
NCBP2	HGNC
ADAM33	HGNC
ATP13A2	HGNC
CBLB	HGNC
DDX60	HGNC
NRK	HGNC
PPFIA1	HGNC
RAB43	HGNC
RAB8B	HGNC
B4GALT3	HGNC
CYP26B1	HGNC
PDE3B	HGNC
RHOH	HGNC
SLC43A2	HGNC
VAV3	HGNC
ASPA	HGNC
HPX	HGNC
MAG	HGNC
MYOZ1	HGNC
PVALB	HGNC
PCTP	HGNC
BRCC3	HGNC
EID1	HGNC
CCNE2	HGNC
MAPRE2	HGNC
NEDD9	HGNC
KRT4	HGNC
SRR	HGNC
PIM3	HGNC
IL20RA	HGNC
PTPN11	HGNC
STAM	HGNC
STAM2	HGNC
SPRED1	HGNC
TUB	HGNC
RAB4A	HGNC
RAB4B	HGNC
HLA-DMA	HGNC
NECTIN3	HGNC
PRR3	HGNC
WNT2B	HGNC
WNT3	HGNC
ASCL2	HGNC
DLL1	HGNC
DLL4	HGNC
FZD7	HGNC
HES6	HGNC
MSI1	HGNC
NEUROG3	HGNC
OLFM4	HGNC
PTGES2	HGNC
PPP1R14C	HGNC
ZNF395	HGNC
PPIC	HGNC
PPIE	HGNC
ANAPC7	HGNC
SCARA3	HGNC
BCL11A	HGNC
CLEC1A	HGNC
ELF3	HGNC
GNA11	HGNC
RUNX1T1	HGNC
SOX17	HGNC
TNFRSF13B	HGNC
DTL	HGNC
DPH1	HGNC
FRS3	HGNC
HDC	HGNC
HIST1H2BC	HGNC
LCP2	HGNC
KDM6B	HGNC
ODC1	HGNC
PLCB3	HGNC
PRKG2	HGNC
SMTNL2	HGNC
SCNN1G	HGNC
SPATA13	HGNC
SPHK2	HGNC
ZBTB16	HGNC
ZNF107	HGNC
USP32	HGNC
MYBL1	HGNC
IL17C	HGNC
BRIP1	HGNC
FXYD1	HGNC
MRE11	HGNC
NME2	HGNC
RAD17	HGNC
RECQL	HGNC
HOXC10	HGNC
POT1	HGNC
S100A6	HGNC
LGALS1	HGNC
KRT1	HGNC
KRT16	HGNC
RAB11FIP1	HGNC
RILP	HGNC
CRISP3	HGNC
CHIT1	HGNC
C8G	HGNC
STXBP2	HGNC
TCN1	HGNC
IKZF3	HGNC
ATP6V0D1	HGNC
COX6A1	HGNC
DUOX1	HGNC
DUOX2	HGNC
SEA	HGNC
DNAJB11	HGNC
MAT2A	HGNC
ANTXR1	HGNC
ANTXR2	HGNC
EDA	HGNC
CBLL1	HGNC
CUL4B	HGNC
FKBP11	HGNC
HSD17B7	HGNC
PTGFRN	HGNC
DPP3	HGNC
DPP8	HGNC
DPP9	HGNC
DPP10	HGNC
DPP6	HGNC
ITGA11	HGNC
NPY	HGNC
TGFBR1	HGNC
SMAD5	HGNC
TBC1D4	HGNC
AANAT	HGNC
COMT	HGNC
HDAC9	HGNC
MRPL41	HGNC
PTGIS	HGNC
GFRA3	HGNC
GLIPR1L1	HGNC
IZUMO1R	HGNC
ACR	HGNC
CRISP1	HGNC
TRAPPC10	HGNC
ZP3	HGNC
HFE	HGNC
RPL36A	HGNC
RPL41	HGNC
RPS10	HGNC
RPS27	HGNC
SNRPE	HGNC
ANXA7	HGNC
MEX3C	HGNC
RNF122	HGNC
TRIM4	HGNC
GPR78	HGNC
CUL3	HGNC
RBX1	HGNC
CTBP1	HGNC
POLR2B	HGNC
HAO1	HGNC
HAO2	HGNC
CMC4	HGNC
MTCP1	HGNC
SLC14A1	HGNC
SLC14A2	HGNC
CD200	HGNC
CD200R1	HGNC
DOK1	HGNC
DOK2	HGNC
CNTN2	HGNC
GPC1	HGNC
ITFG1	HGNC
SMURF1	HGNC
WDR45	HGNC
WDR45B	HGNC
WIPI1	HGNC
WIPI2	HGNC
ATG10	HGNC
ATG2A	HGNC
ATG2B	HGNC
ATG4A	HGNC
ATG4C	HGNC
ATG4D	HGNC
ATG9A	HGNC
CTSK	HGNC
PDCD10	HGNC
PDCD2	HGNC
ULK2	HGNC
VMP1	HGNC
ZFYVE1	HGNC
SF3B3	HGNC
EPC1	HGNC
GBP4	HGNC
MSRB2	HGNC
IRF6	HGNC
LHFPL1	HGNC
MBOAT4	HGNC
TGM5	HGNC
POU1F1	HGNC
SLC20A1	HGNC
CUX1	HGNC
CIAO1	HGNC
RPA3	HGNC
AKAP7	HGNC
PDE12	HGNC
SERPINF2	HGNC
PGM3	HGNC
AQP3	HGNC
EDN3	HGNC
TFPI2	HGNC
AUP1	HGNC
FUNDC1	HGNC
FYCO1	HGNC
CIDEB	HGNC
CLDN9	HGNC
HDAC6	HGNC
NCOA4	HGNC
PEX5	HGNC
PARL	HGNC
RPL28	HGNC
SHISA5	HGNC
TOLLIP	HGNC
ERBB3	HGNC
C2	HGNC
MAN2A1	HGNC
ADAL	HGNC
ITGA3	HGNC
TSPAN3	HGNC
TSPAN6	HGNC
CYP2C19	HGNC
ZP4	HGNC
GALC	HGNC
BSPH1	HGNC
PDC	HGNC
CD2AP	HGNC
PRDM5	HGNC
FOXP1	HGNC
TET2	HGNC
HTRA1	HGNC
NLGN2	HGNC
TP53BP1	HGNC
CCL15	HGNC
CBL	HGNC
DCST2	HGNC
MEFV	HGNC
RASSF2	HGNC
TPX2	HGNC
AGL	HGNC
APOL1	HGNC
APOL6	HGNC
CCDC177	HGNC
CCDC88A	HGNC
LGALS3BP	HGNC
HGS	HGNC
PACS2	HGNC
PTAFR	HGNC
SIRPB1	HGNC
SYNGR1	HGNC
SLC1A3	HGNC
CTDSP1	HGNC
BCAN	HGNC
MCU	HGNC
NCAN	HGNC
PTGIR	HGNC
PTPRF	HGNC
PTPRZ1	HGNC
RGMA	HGNC
STMN2	HGNC
PIM2	HGNC
WNT1	HGNC
MED14	HGNC
PIAS2	HGNC
ADH5	HGNC
IGHJ	HGNC
CTGF	HGNC
FIGN	HGNC
FOXP2	HGNC
KATNAL1	HGNC
KATNAL2	HGNC
KATNB1	HGNC
CHAT	HGNC
SLC1A2	HGNC
CD72	HGNC
NPC2	HGNC
MST1R	HGNC
LAT2	HGNC
NLRP4	HGNC
CENPB	HGNC
MCIDAS	HGNC
PAPD7	HGNC
LRRFIP1	HGNC
MORC3	HGNC
RND1	HGNC
SERTAD1	HGNC
MNDA	HGNC
CST5	HGNC
DNER	HGNC
FGF23	HGNC
NEFL	HGNC
RUNX2	HGNC
BAG5	HGNC
ANAPC13	HGNC
TRIM29	HGNC
MPHOSPH9	HGNC
FOXP4	HGNC
MT-ND1	HGNC
PITX3	HGNC
GSC	HGNC
IGKJ1	HGNC
CTPS2	HGNC
SAMD4A	HGNC
SH3GLB1	HGNC
GOPC	HGNC
HIC2	HGNC
FUT1	HGNC
FUT3	HGNC
PICALM	HGNC
RETN	HGNC
TAX1BP1	HGNC
LYVE1	HGNC
ROBO1	HGNC
MCOLN2	HGNC
SOS1	HGNC
ABI1	HGNC
GLIPR1	HGNC
PCSK1	HGNC
NAA11	HGNC
IFRD2	HGNC
NME8	HGNC
OFD1	HGNC
DNAAF2	HGNC
DNAH11	HGNC
DNAI1	HGNC
DNAI2	HGNC
RPGR	HGNC
KCNA1	HGNC
WTAP	HGNC
YTHDF3	HGNC
YTHDC1	HGNC
METTL14	HGNC
TET1	HGNC
TDG	HGNC
ADH4	HGNC
PADI1	HGNC
TRAM1	HGNC
BTC	HGNC
EREG	HGNC
NRG4	HGNC
HCK	HGNC
SERPINH1	HGNC
SFI1	HGNC
HDAC10	HGNC
ERO1A	HGNC
ACTR2	HGNC
RAB5B	HGNC
RAB5C	HGNC
DYNC1H1	HGNC
DYNC2H1	HGNC
MYO6	HGNC
SNX1	HGNC
BCL2L13	HGNC
MTIF3	HGNC
NUP93	HGNC
HOXA1	HGNC
NAIF1	HGNC
ST7L	HGNC
NDUFS3	HGNC
PRH1	HGNC
PRH2	HGNC
CYP51A1	HGNC
CNOT1	HGNC
SPANXC	HGNC
AGO3	HGNC
DAD1	HGNC
OST4	HGNC
OSTC	HGNC
SHBG	HGNC
TUSC3	HGNC
CFH	HGNC
CRYAB	HGNC
EXOSC10	HGNC
RBP3	HGNC
RPE	HGNC
TAC4	HGNC
GPR15	HGNC
NCS1	HGNC
TARBP2	HGNC
PGF	HGNC
TGFB3	HGNC
CALB2	HGNC
ATP7B	HGNC
VIRMA	HGNC
DOCK8	HGNC
ATP5F1E	HGNC
ATP1B3	HGNC
CLK1	HGNC
RND3	HGNC
COMMD1	HGNC
MAP1B	HGNC
UBQLN4	HGNC
NGF	HGNC
SPINK5	HGNC
RUNX3	HGNC
ATP23	HGNC
ATP5F1A	HGNC
ATP6V1B2	HGNC
GTPBP3	HGNC
ADARB2	HGNC
ALDH2	HGNC
ALDH6A1	HGNC
GPT2	HGNC
HNRNPM	HGNC
ILVBL	HGNC
MTRF1	HGNC
PYCR2	HGNC
MTPAP	HGNC
TGS1	HGNC
EML4	HGNC
ARL1	HGNC
RCN2	HGNC
IFNA8	HGNC
HTR4	HGNC
MAP10	HGNC
CLIP1	HGNC
RGPD2	HGNC
KIF4A	HGNC
MARCO	HGNC
VTN	HGNC
MAP1A	HGNC
RAB21	HGNC
ADRA2B	HGNC
PDE4A	HGNC
SLC4A4	HGNC
FLNB	HGNC
BCAR3	HGNC
NIPBL	HGNC
ACSM2A	HGNC
IGH	HGNC
SCGB3A1	HGNC
C11ORF40	HGNC
F9	HGNC
RSPH9	HGNC
YY1	HGNC
FPR2	HGNC
MBD4	HGNC
SAGE1	HGNC
ZKSCAN1	HGNC
LIPM	HGNC
SLX1A	HGNC
CDC34	HGNC
CBFB	HGNC
CCNL2	HGNC
MARCH8	HGNC
MCM10	HGNC
PDCD6	HGNC
SLFN11	HGNC
SLC38A1	HGNC
USP47	HGNC
AHI1	HGNC
NCKIPSD	HGNC
RBL1	HGNC
CCM2	HGNC
KRIT1	HGNC
MAFA	HGNC
MT-ND2	HGNC
MTBP	HGNC
EIF4E2	HGNC
ELF2	HGNC
CCDC12	HGNC
GPSM3	HGNC
PIGC	HGNC
CBR4	HGNC
HSD17B8	HGNC
SCOC	HGNC
RALGDS	HGNC
ANK1	HGNC
SNCAIP	HGNC
TGIF1	HGNC
ACTN4	HGNC
COL4A2	HGNC
UBE2B	HGNC
PTGES	HGNC
GLP1R	HGNC
SLC5A2	HGNC
CKB	HGNC
LRRC66	HGNC
FTSJ1	HGNC
TARBP1	HGNC
DNASE2	HGNC
TRMT61B	HGNC
ELF4	HGNC
LIMD2	HGNC
NKIRAS1	HGNC
NSFL1C	HGNC
NR5A2	HGNC
NEK7	HGNC
MLKL	HGNC
PPP3CB	HGNC
TFEB	HGNC
HMGCS1	HGNC
HMGCS2	HGNC
SCAP	HGNC
RARA	HGNC
TRPV1	HGNC
ACKR3	HGNC
PINX1	HGNC
AIMP2	HGNC
RARS	HGNC
RARS2	HGNC
NARS	HGNC
NARS2	HGNC
CDH6	HGNC
GARS	HGNC
HARS	HGNC
HARS2	HGNC
IARS2	HGNC
MMP7	HGNC
FARS2	HGNC
FARSA	HGNC
FARSB	HGNC
SARS	HGNC
TARS	HGNC
TARS2	HGNC
TARSL2	HGNC
TFEC	HGNC
TRNAS4	HGNC
HERC6	HGNC
MAP1LC3A	HGNC
MYH9	HGNC
SIRT7	HGNC
CNPY2	HGNC
GPC3	HGNC
VAMP2	HGNC
PPP6R2	HGNC
IFNA17	HGNC
SERPIND1	HGNC
MKNK2	HGNC
TIPRL	HGNC
ANO1	HGNC
FGF11	HGNC
BTG2	HGNC
C1D	HGNC
WIF1	HGNC
CTSC	HGNC
IDH3A	HGNC
MDH1	HGNC
MAPK11	HGNC
SRFBP1	HGNC
TSPAN9	HGNC
THEM4	HGNC
CKS2	HGNC
ANLN	HGNC
CDCA5	HGNC
CHAF1A	HGNC
CDKN3	HGNC
KIF2C	HGNC
SNAI3	HGNC
HTR1A	HGNC
HTR1B	HGNC
HTR1D	HGNC
HTR1E	HGNC
HTR2B	HGNC
HTR2C	HGNC
HTR3A	HGNC
HTR5A	HGNC
HTR7	HGNC
CSRP2	HGNC
CRIP2	HGNC
NFKBIL1	HGNC
LRRCC1	HGNC
CA10	HGNC
GYPB	HGNC
CD2BP2	HGNC
PEX19	HGNC
GNAI1	HGNC
GNAI3	HGNC
SHC1	HGNC
APOL2	HGNC
CAPN5	HGNC
TEC	HGNC
PDE7A	HGNC
VANGL1	HGNC
TSPAN1	HGNC
TFF3	HGNC
SSX2	HGNC
SENP7	HGNC
GABBR2	HGNC
TW	HGNC
NAAA	HGNC
SLC25A18	HGNC
PDPK1	HGNC
CPT2	HGNC
PGD	HGNC
PDK2	HGNC
HPGD	HGNC
CBR1	HGNC
CCNA1	HGNC
POLR1C	HGNC
ITPA	HGNC
NTPCR	HGNC
AURKA	HGNC
MT-ND3	HGNC
OAZ3	HGNC
PPP1CB	HGNC
PPP1R16A	HGNC
RTL3	HGNC
SATL1	HGNC
SAT1	HGNC
SAT2	HGNC
TRNA	HGNC
TGFBR2	HGNC
UBB	HGNC
NQO2	HGNC
NFS1	HGNC
ERGIC1	HGNC
GOSR2	HGNC
HADH	HGNC
HSD17B10	HGNC
DNASE1L1	HGNC
DNASE1L2	HGNC
LCN1	HGNC
TAOK1	HGNC
PREB	HGNC
GRIK5	HGNC
IGSF23	HGNC
UTP23	HGNC
MRPS30	HGNC
NOP58	HGNC
ZNFX1-AS1	HGNC
FGFR3	HGNC
GAS5	HGNC
DIO3	HGNC
NSD2	HGNC
SNHG5	HGNC
SNORD114-1	HGNC
SNORD115	HGNC
SNORD116	HGNC
SNORD12C	HGNC
SNORD32A	HGNC
SNORD33	HGNC
SNORD66	HGNC
SNORD71	HGNC
SNORD76	HGNC
SNORD78	HGNC
SNORD88C	HGNC
SNORA42	HGNC
SNORA59B	HGNC
SF3B1	HGNC
KCNA3	HGNC
PTPN5	HGNC
LILRA1	HGNC
LILRA2	HGNC
LILRA3	HGNC
LILRA5	HGNC
LILRA6	HGNC
LILRB2	HGNC
GCNT7	HGNC
ADPRHL2	HGNC
MACROD1	HGNC
NDRG1	HGNC
OARD1	HGNC
PARP16	HGNC
PARP4	HGNC
PARP6	HGNC
PARP8	HGNC
TNKS2	HGNC
TEP1	HGNC
ENDX4	HGNC
NEB	HGNC
ABCC10	HGNC
NFATC3	HGNC
P2RX4	HGNC
HRES1	HGNC
TRIM2	HGNC
TRIM6	HGNC
DVL1	HGNC
PARVA	HGNC
TM4SF1	HGNC
TM4SF5	HGNC
LY96	HGNC
INHA	HGNC
INHBA	HGNC
TYMP	HGNC
MCM5	HGNC
CD70	HGNC
LMO2	HGNC
PSMB9	HGNC
TWIST1	HGNC
EHD4	HGNC
NMI	HGNC
ANKRD2	HGNC
BOLA1	HGNC
EMX1	HGNC
FGFR4	HGNC
HSPA4	HGNC
HCLS1	HGNC
HOXA7	HGNC
ITGB4	HGNC
PRPF31	HGNC
SIK1	HGNC
ZNHIT3	HGNC
BDKRB2	HGNC
UGCG	HGNC
ATXN3	HGNC
WWP1	HGNC
VPS4B	HGNC
ACAA1	HGNC
ACAA2	HGNC
CPT1B	HGNC
DLAT	HGNC
LDHAL6B	HGNC
MDH2	HGNC
PKLR	HGNC
SUCLG1	HGNC
CFC1	HGNC
ADRB1	HGNC
DNAJC10	HGNC
ERLIN2	HGNC
YOD1	HGNC
CPVL	HGNC
DERL3	HGNC
LONP2	HGNC
MAN1C1	HGNC
MARCH7	HGNC
PLAA	HGNC
RHBDL3	HGNC
TOR1A	HGNC
TMUB1	HGNC
BLMH	HGNC
ZNF292	HGNC
L1RE3	HGNC
TST	HGNC
NOA1	HGNC
ANAPC4	HGNC
PRG3	HGNC
RGS16	HGNC
RCHY1	HGNC
ADAP2	HGNC
STAP2	HGNC
TOE1	HGNC
PEF1	HGNC
CAGE1	HGNC
GUF1	HGNC
OAZ2	HGNC
CRIP3	HGNC
AP1B1	HGNC
AP1G1	HGNC
AP1S3	HGNC
AP2A1	HGNC
AP3M1	HGNC
DMC1	HGNC
AKAP2	HGNC
ITGA9	HGNC
ITGAV	HGNC
ABCB11	HGNC
LYPD1	HGNC
CNDP1	HGNC
CNDP2	HGNC
GAMT	HGNC
PEPD	HGNC
SLC15A1	HGNC
SLC15A2	HGNC
SLC15A3	HGNC
SLC15A4	HGNC
SLC6A8	HGNC
TRMT5	HGNC
ATXN1	HGNC
GK	HGNC
NOL3	HGNC
MED28	HGNC
TMEM37	HGNC
UTS2R	HGNC
PRKD2	HGNC
ARL6IP5	HGNC
ALG2	HGNC
IQGAP1	HGNC
ORAI1	HGNC
AAA1	HGNC
PDCD6IP	HGNC
VTA1	HGNC
ALKBH8	HGNC
ELP3	HGNC
ETF1	HGNC
TRMT112	HGNC
PTPRN2	HGNC
MAFF	HGNC
SCO2	HGNC
TBX3	HGNC
CRY1	HGNC
FAM46C	HGNC
PMM2	HGNC
MCAT	HGNC
HAL	HGNC
ELOVL2	HGNC
RPL8	HGNC
UFM1	HGNC
DTYMK	HGNC
CADM3	HGNC
MGAM	HGNC
AATF	HGNC
AQP5	HGNC
FGF9	HGNC
SFTPA2	HGNC
LILRA4	HGNC
PNLIP	HGNC
CD7	HGNC
CLCN1	HGNC
MBNL1	HGNC
MBNL2	HGNC
SMN1	HGNC
SMN2	HGNC
LPAR5	HGNC
SLC9B1	HGNC
AKTIP	HGNC
FTO	HGNC
RPGRIP1	HGNC
RPGRIP1L	HGNC
TOX3	HGNC
CAPNS2	HGNC
IRX3	HGNC
IRX5	HGNC
IRX6	HGNC
SLC6A2	HGNC
VSNL1	HGNC
GRP	HGNC
AGO4	HGNC
BEVI	HGNC
EPHX1	HGNC
ACSS1	HGNC
SIRT5	HGNC
GNLY	HGNC
KCNE1	HGNC
KCNE2	HGNC
KCNQ2	HGNC
KCNQ3	HGNC
KCNQ4	HGNC
KCNQ5	HGNC
SMOX	HGNC
PPP1R12A	HGNC
PPP6C	HGNC
TRD	HGNC
TMED2	HGNC
FAM20C	HGNC
PAIP2	HGNC
MFSD6	HGNC
AP2A2	HGNC
HSPA2	HGNC
IFRD1	HGNC
PABX	HGNC
IFNW1	HGNC
CHD7	HGNC
THUMPD1	HGNC
FDXR	HGNC
PRDX5	HGNC
CELF1	HGNC
POLE4	HGNC
GDI2	HGNC
SRPK2	HGNC
HNRNPA0	HGNC
OSMR	HGNC
PSMA5	HGNC
SSR1	HGNC
YWHAQ	HGNC
FXR2	HGNC
IGFBP2	HGNC
ILF2	HGNC
SAMD9	HGNC
MXI1	HGNC
TRAPPC2	HGNC
TRAPPC2B	HGNC
LHCGR	HGNC
LY6D	HGNC
LY6G6D	HGNC
S11	HGNC
FKBP5	HGNC
ALDOA	HGNC
BANF1	HGNC
CNPY4	HGNC
GLRX3	HGNC
KIF2B	HGNC
PFDN1	HGNC
PFDN2	HGNC
TXN	HGNC
SUDS3	HGNC
RPS19	HGNC
RNASE12	HGNC
RNASE7	HGNC
RNASE8	HGNC
RNASE6	HGNC
APCS	HGNC
SCARF1	HGNC
SNAPIN	HGNC
AGRN	HGNC
SNUPN	HGNC
THUMPD2	HGNC
ERVFRD-1	HGNC
DONSON	HGNC
ANGPTL1	HGNC
LTBP2	HGNC
NPPA	HGNC
VPS51	HGNC
C5ORF56	HGNC
INAVA	HGNC
APRT	HGNC
CAPG	HGNC
CRABP2	HGNC
GDA	HGNC
HIF1AN	HGNC
PTGES3	HGNC
TXNRD1	HGNC
ADAM28	HGNC
IGHJ3	HGNC
RTN4IP1	HGNC
CDX1	HGNC
PCSK2	HGNC
PTGER4	HGNC
SLC44A4	HGNC
