# HGNC gene id	# source ID
CHD1	HGNC
MSC	HGNC
BMP2	HGNC
GREM1	HGNC
KDR	HGNC
EPS15	HGNC
FLOT1	HGNC
COL20A1	HGNC
TSIX	HGNC
XIST	HGNC
SP5	HGNC
MYH15	HGNC
CD248	HGNC
GCK	HGNC
ZNF221	HGNC
SYK	HGNC
VEGFA	HGNC
BAG3	HGNC
EDEM3	HGNC
ERLIN1	HGNC
RAB18	HGNC
SRPRA	HGNC
SRPRB	HGNC
STT3A	HGNC
STT3B	HGNC
ARSK	HGNC
DPF1	HGNC
GPAA1	HGNC
MANF	HGNC
MARCKS	HGNC
PIGS	HGNC
PIGT	HGNC
PIGU	HGNC
PTDSS2	HGNC
PKN2	HGNC
RPS27A	HGNC
SRRM2	HGNC
UBR4	HGNC
MER5	HGNC
PRDX3	HGNC
CNMD	HGNC
IGKC	HGNC
IGKJ	HGNC
IGK	HGNC
IGKV1-13	HGNC
IGKV1-5	HGNC
IGKV1-6	HGNC
IGKV1-8	HGNC
IGKV1D-13	HGNC
IGKV1D-8	HGNC
IGKV2D-29	HGNC
IGKV3-20	HGNC
IGKV5-2	HGNC
IGLC7	HGNC
IGLJ	HGNC
IGL	HGNC
IGLV11-55	HGNC
IGLV5-45	HGNC
IGLV5-48	HGNC
IGLV6-57	HGNC
ZNF280A	HGNC
ZNF280B	HGNC
KPNA2	HGNC
MPP5	HGNC
PPID	HGNC
PHB2	HGNC
AAVS1	HGNC
OAZ1	HGNC
TYMS	HGNC
OPA1	HGNC
PINK1	HGNC
DDC	HGNC
MFN2	HGNC
UQCRC1	HGNC
CXCR4	HGNC
CUL5	HGNC
MTFP1	HGNC
CDH1	HGNC
IFNL2	HGNC
IFNL3	HGNC
MMP1	HGNC
MMP19	HGNC
PROM1	HGNC
TNS4	HGNC
TH	HGNC
GOLGA2	HGNC
HAP1	HGNC
SIAE	HGNC
H2BFM	HGNC
PAF1	HGNC
SUPT4H1	HGNC
TBP	HGNC
CHD2	HGNC
HIST1H3A	HGNC
HIST1H3B	HGNC
HIST1H3C	HGNC
HIST1H3D	HGNC
HIST1H3E	HGNC
HIST1H3F	HGNC
HIST1H3G	HGNC
HIST1H3H	HGNC
HIST1H3I	HGNC
HIST1H3J	HGNC
MARK3	HGNC
RNF20	HGNC
CDC6	HGNC
RPLP0	HGNC
SRSF2	HGNC
FKBP4	HGNC
CAVIN1	HGNC
CHIA	HGNC
NSL1	HGNC
NUF2	HGNC
SPC24	HGNC
SPC25	HGNC
PMF1	HGNC
T	HGNC
CAMK2A	HGNC
DDX3X	HGNC
SP110	HGNC
CRHR2	HGNC
CYTH1	HGNC
HELZ2	HGNC
IRF2	HGNC
IFNLR1	HGNC
LY6E	HGNC
PLAUR	HGNC
RNF114	HGNC
SERPINE1	HGNC
SIGLEC1	HGNC
SPATS2L	HGNC
VAV1	HGNC
ABCB1	HGNC
ATP6V1H	HGNC
LSL	HGNC
PAXIP1	HGNC
TNFRSF1B	HGNC
ACACA	HGNC
ACADM	HGNC
ACOX1	HGNC
ACOT1	HGNC
ANKRD34A	HGNC
BECN1	HGNC
BHMT	HGNC
CASP1	HGNC
FSCN2	HGNC
FOXC2	HGNC
GLS	HGNC
HFE2	HGNC
HIF1A	HGNC
NR1D1	HGNC
NR1H3	HGNC
NR4A1	HGNC
NUBP1	HGNC
ORM2	HGNC
PSG5	HGNC
SERPINA3	HGNC
SLC2A1	HGNC
TXNIP	HGNC
TG	HGNC
TUBA1B	HGNC
CYP8B1	HGNC
FASN	HGNC
PTEN	HGNC
PCSK9	HGNC
ARF1	HGNC
ARF3	HGNC
ARF4	HGNC
ARF5	HGNC
ARF6	HGNC
ARFGAP1	HGNC
TNFRSF8	HGNC
IL3RA	HGNC
EBI3	HGNC
IL37	HGNC
MUC12	HGNC
NEU4	HGNC
ATM	HGNC
NEK2	HGNC
CDC20	HGNC
CEP57	HGNC
GSTA1	HGNC
MRPL13	HGNC
DCLRE1C	HGNC
SPINK6	HGNC
APC	HGNC
WNT3A	HGNC
AQP10	HGNC
CALD1	HGNC
FABP1	HGNC
GAST	HGNC
MEP1A	HGNC
MEP1B	HGNC
NOS2	HGNC
NOG	HGNC
ERI1	HGNC
HSPH1	HGNC
HSF1	HGNC
VCL	HGNC
OAS3	HGNC
AIM2	HGNC
MS4A1	HGNC
SBF1	HGNC
DUSP1	HGNC
DUSP10	HGNC
GDNF	HGNC
IKBKE	HGNC
MAPK8IP1	HGNC
MAPK8IP2	HGNC
PPM1A	HGNC
PPM1B	HGNC
PTPN7	HGNC
SPAG9	HGNC
H2AFX	HGNC
CSNK2B	HGNC
CDT1	HGNC
CCNE1	HGNC
CDK2	HGNC
GMNN	HGNC
PCNA	HGNC
SEPT7	HGNC
GLB1	HGNC
F10	HGNC
MME	HGNC
RPP30	HGNC
OAS1	HGNC
TBPL2	HGNC
TERF1	HGNC
TRNAS2	HGNC
RPS15A	HGNC
ACO1	HGNC
ACO2	HGNC
MRO	HGNC
AKR1C2	HGNC
CALR	HGNC
ENPP1	HGNC
LMNB1	HGNC
TREX1	HGNC
PPIP5K1	HGNC
PPIP5K2	HGNC
MBL2	HGNC
CXCR6	HGNC
CD8B	HGNC
FASLG	HGNC
HOPX	HGNC
XCL1	HGNC
XCL2	HGNC
BHLHE41	HGNC
CTLA4	HGNC
FABP4	HGNC
FCN1	HGNC
GZMA	HGNC
GZMK	HGNC
ITGAE	HGNC
JAML	HGNC
KLRC1	HGNC
KLRD1	HGNC
KLRF1	HGNC
ZNF683	HGNC
A2M	HGNC
PARP2	HGNC
RPL12	HGNC
XCR1	HGNC
SCN9A	HGNC
STRA6	HGNC
TRPA1	HGNC
BICC1	HGNC
CWC22	HGNC
DDX5	HGNC
MSL2	HGNC
EIF3D	HGNC
EIF4A3	HGNC
EIF5B	HGNC
ALG12	HGNC
KHDRBS3	HGNC
HLA-DRA	HGNC
COX16	HGNC
COX17	HGNC
ELF1	HGNC
LCK	HGNC
LMX1B	HGNC
PHF5A	HGNC
PHF6	HGNC
POLR2K	HGNC
TAF1	HGNC
CHCHD4	HGNC
CRB1	HGNC
COA5	HGNC
FHL1	HGNC
GRN	HGNC
GAS1	HGNC
GFER	HGNC
LDLR	HGNC
KMT2D	HGNC
MRPL32	HGNC
NRP1	HGNC
NOTCH3	HGNC
PRDX6	HGNC
PTGS2	HGNC
RET	HGNC
RPL37A	HGNC
SDR16C5	HGNC
ZNF746	HGNC
PFKFB2	HGNC
AKT2	HGNC
AKT3	HGNC
BRCA1	HGNC
CEBPB	HGNC
CISD1	HGNC
CREBBP	HGNC
E2F4	HGNC
ELK3	HGNC
GPR37	HGNC
MYCN	HGNC
PXK	HGNC
SKP1	HGNC
SHANK3	HGNC
WEE1	HGNC
WT1	HGNC
ADGRL1	HGNC
CSNK2A1	HGNC
CUL1	HGNC
DISC1	HGNC
ESR2	HGNC
FOXM1	HGNC
FFAR1	HGNC
GRIN1	HGNC
HK1	HGNC
HK3	HGNC
HDAC1	HGNC
HDAC2	HGNC
LDHA	HGNC
NRG1	HGNC
NMU	HGNC
NMUR2	HGNC
NFIB	HGNC
NFKB2	HGNC
PFKL	HGNC
PFKM	HGNC
PTK2	HGNC
RYK	HGNC
RPS6KA3	HGNC
SLC16A7	HGNC
SLC2A14	HGNC
SLC2A3	HGNC
SLC2A4	HGNC
TCF3	HGNC
TRIM28	HGNC
GSX2	HGNC
PBCA	HGNC
EIF2AK4	HGNC
GCLC	HGNC
GCLM	HGNC
GPX4	HGNC
HMOX1	HGNC
KEAP1	HGNC
NFE2L2	HGNC
RPS6KB1	HGNC
SLC7A11	HGNC
DDX4	HGNC
NPHS1	HGNC
NOTCH1	HGNC
POLR2C	HGNC
IKZF2	HGNC
TNFRSF11A	HGNC
NAGA	HGNC
GPHA2	HGNC
HSFX1	HGNC
BAIAP2	HGNC
FCHO1	HGNC
FCHO2	HGNC
SRGAP2	HGNC
AMPH	HGNC
DVL3	HGNC
DNM1L	HGNC
EPN1	HGNC
NEFM	HGNC
PVT1	HGNC
TBX5	HGNC
SEMA3G	HGNC
SCARNA7	HGNC
SNORD112	HGNC
SNORA38	HGNC
SNORA48	HGNC
TRNAU1	HGNC
TLR8	HGNC
VTCN1	HGNC
LCT	HGNC
HLA-DQA1	HGNC
HLA-DQB1	HGNC
EID2	HGNC
MIRLET7A3	HGNC
MIRLET7B	HGNC
MIRLET7C	HGNC
MIRLET7D	HGNC
MIRLET7E	HGNC
MIRLET7F1	HGNC
MIRLET7F2	HGNC
MIRLET7G	HGNC
MIRLET7I	HGNC
ADA	HGNC
ADAR	HGNC
IBTK	HGNC
CD300LF	HGNC
IL4I1	HGNC
WFDC3	HGNC
ACTA1	HGNC
ITGB2	HGNC
MYH3	HGNC
RPL37	HGNC
TRIM36	HGNC
LGALSL	HGNC
IFNAR2	HGNC
TMEM231	HGNC
NLRP6	HGNC
IL23A	HGNC
GYPC	HGNC
CARD16	HGNC
PPARGC1A	HGNC
DRD1	HGNC
CEPT1	HGNC
LMNA	HGNC
PTCH1	HGNC
PTCH2	HGNC
VDAC1	HGNC
AGTPBP1	HGNC
CCDC115	HGNC
COG2	HGNC
MYRF	HGNC
PRRC2A	HGNC
SDSL	HGNC
KRT14	HGNC
LBR	HGNC
PPP2CA	HGNC
PPP2R1A	HGNC
CD9	HGNC
IL17RE	HGNC
SIM1	HGNC
SIM2	HGNC
REPS1	HGNC
BLM	HGNC
KCNQ1OT1	HGNC
RAD52	HGNC
RRN3	HGNC
ESCO2	HGNC
FLNA	HGNC
KCNQ1	HGNC
RPL11	HGNC
RPL5	HGNC
CXCR5	HGNC
CD81	HGNC
ACKR1	HGNC
ITGA6	HGNC
ICAM3	HGNC
BIRC5	HGNC
DNM2	HGNC
EIF3C	HGNC
HPRT1	HGNC
PCBP1	HGNC
PCBP2	HGNC
EIF1	HGNC
EIF1AX	HGNC
COPS5	HGNC
CD79A	HGNC
EPHA2	HGNC
EPHB4	HGNC
FKBP1A	HGNC
NPC1L1	HGNC
ADIPOR2	HGNC
FIM3	HGNC
NRAS	HGNC
SEC61G	HGNC
ACTA2	HGNC
CELA1	HGNC
CELA3A	HGNC
CELA3B	HGNC
CYP2D6	HGNC
FGF7	HGNC
FGFBP1	HGNC
FBLN2	HGNC
HSPG2	HGNC
HDAC11	HGNC
IL17RA	HGNC
KDM6A	HGNC
KCNK5	HGNC
PRELP	HGNC
TTR	HGNC
CDC42	HGNC
STAT3	HGNC
RAB1A	HGNC
RNASE4	HGNC
CDH2	HGNC
NECTIN1	HGNC
GNL3L	HGNC
RAC1	HGNC
WASL	HGNC
CFL2	HGNC
ITSN1	HGNC
ITSN2	HGNC
MYLK	HGNC
PAK1	HGNC
PKN1	HGNC
RHOA	HGNC
RHOC	HGNC
FCGR1A	HGNC
KDELR1	HGNC
KHDRBS1	HGNC
ALDOB	HGNC
ARMC1	HGNC
CRABP1	HGNC
DHFR	HGNC
G6PD	HGNC
LALBA	HGNC
LDHB	HGNC
LDHC	HGNC
NUDT5	HGNC
PPP1R14A	HGNC
PTMA	HGNC
PNP	HGNC
RBP1	HGNC
RPS16	HGNC
SIGLEC5	HGNC
SOD1	HGNC
SNCA	HGNC
TCIM	HGNC
XDH	HGNC
CA4	HGNC
POU4F1	HGNC
CD40LG	HGNC
CD46	HGNC
TPM3	HGNC
CD59	HGNC
SEC22B	HGNC
SAE1	HGNC
SELENOS	HGNC
AMFR	HGNC
DERL1	HGNC
HSP90AA2	HGNC
HSPA9	HGNC
LAMC1	HGNC
KDM1A	HGNC
PHB	HGNC
PA2G4	HGNC
RPL10	HGNC
RPL17	HGNC
RPS4X	HGNC
SLC25A24	HGNC
VDAC2	HGNC
ERBB4	HGNC
ITGAL	HGNC
PIK3CA	HGNC
SLC3A2	HGNC
SLC7A5	HGNC
ERV3-1	HGNC
TUBE1	HGNC
F11	HGNC
GLA	HGNC
IL24	HGNC
IDO1	HGNC
KPNA1	HGNC
MET	HGNC
B3GNT3	HGNC
CDKN1A	HGNC
CDKN2A	HGNC
RPS14	HGNC
SMPD2	HGNC
TSG101	HGNC
SLC22A23	HGNC
TRPV6	HGNC
TPCN2	HGNC
TNFAIP6	HGNC
MMP13	HGNC
PTX3	HGNC
CS	HGNC
SALL1	HGNC
CD99	HGNC
IGHD2-15	HGNC
BCL3	HGNC
CXCR1	HGNC
CD24	HGNC
CD3E	HGNC
ITK	HGNC
RBL2	HGNC
S100P	HGNC
TNFAIP8	HGNC
BPI	HGNC
C3AR1	HGNC
DEFA1	HGNC
DEFA4	HGNC
ITGA4	HGNC
IL10RA	HGNC
IL12B	HGNC
LBP	HGNC
NCF1	HGNC
HDGFL1	HGNC
ST3GAL6	HGNC
GLYAT	HGNC
UCHL1	HGNC
USP6	HGNC
CCL21	HGNC
TNFRSF13C	HGNC
TNFSF13B	HGNC
IL21	HGNC
IL22	HGNC
SPARC	HGNC
TAC1	HGNC
FXR1	HGNC
PMEL	HGNC
USP14	HGNC
USP16	HGNC
USP17	HGNC
USP18	HGNC
USP2	HGNC
USP7	HGNC
USP8	HGNC
ZAP70	HGNC
CCL18	HGNC
CD36	HGNC
ARG1	HGNC
IFNGR2	HGNC
IL10RB	HGNC
IL6ST	HGNC
BCAR1	HGNC
HRAS	HGNC
TRAF6	HGNC
AMBRA1	HGNC
CGNL1	HGNC
EFS	HGNC
RNF2	HGNC
ULK1	HGNC
ATF6	HGNC
ERN2	HGNC
TFAM	HGNC
ATP2C1	HGNC
ANXA9	HGNC
CTNNA1	HGNC
CTNND1	HGNC
DSC1	HGNC
DSC2	HGNC
DSC3	HGNC
DSG1	HGNC
DSG3	HGNC
DSG4	HGNC
DSP	HGNC
JUP	HGNC
PPL	HGNC
HDGFL2	HGNC
SAMHD1	HGNC
CLEC10A	HGNC
CLEC4D	HGNC
TYRO3	HGNC
ASGR1	HGNC
ASGR2	HGNC
CBX3	HGNC
TIMELESS	HGNC
TPCN1	HGNC
DEAF1	HGNC
NME5	HGNC
OSGEP	HGNC
OCRL	HGNC
RASSF7	HGNC
TP53RK	HGNC
ARPC1B	HGNC
ADGRG1	HGNC
ANXA2	HGNC
CEP76	HGNC
DYNLT3	HGNC
FNDC3B	HGNC
GDF15	HGNC
OSBP	HGNC
OSBPL1A	HGNC
OSBPL2	HGNC
OSBPL5	HGNC
OSBPL7	HGNC
OSBPL9	HGNC
PHLDA2	HGNC
P2RY13	HGNC
SPTA1	HGNC
TSSC4	HGNC
UIMC1	HGNC
ALAS1	HGNC
CD5	HGNC
CD79B	HGNC
EPHB2	HGNC
EPHB3	HGNC
ETV4	HGNC
ANXA13	HGNC
BMP7	HGNC
CNTN4	HGNC
FABP2	HGNC
FABP3	HGNC
FABP6	HGNC
HSD17B4	HGNC
IFITM10	HGNC
IFITM5	HGNC
KYNU	HGNC
NPTX2	HGNC
RNF135	HGNC
SEMA3F	HGNC
SPTLC1	HGNC
SMO	HGNC
SNX2	HGNC
SNX24	HGNC
BRCA2	HGNC
FAP	HGNC
PHF11	HGNC
YAP1	HGNC
CRIP1	HGNC
IFI35	HGNC
RPL39	HGNC
RNF7	HGNC
YWHAZ	HGNC
IGHV1-69	HGNC
IGKV	HGNC
MMP2	HGNC
MMP9	HGNC
NOS1	HGNC
NOS3	HGNC
NGFR	HGNC
NR4A3	HGNC
OSCP1	HGNC
SIRPA	HGNC
SCYL1	HGNC
ELOVL5	HGNC
SRBD1	HGNC
CDKN2B	HGNC
NARF	HGNC
TMCO1	HGNC
ITGAX	HGNC
HMGCR	HGNC
ATIC	HGNC
ABCD3	HGNC
ABCG1	HGNC
CNBP	HGNC
ACBD5	HGNC
CH25H	HGNC
SMPD3	HGNC
CD80	HGNC
DDX1	HGNC
TNFSF9	HGNC
MR1	HGNC
HBS1L	HGNC
SMAD1	HGNC
SMAD4	HGNC
SMAD6	HGNC
TBX1	HGNC
ACVRL1	HGNC
ACVR1	HGNC
ACVR2A	HGNC
ACVR2B	HGNC
BMP1	HGNC
BMP4	HGNC
BMPR1A	HGNC
BMPR1B	HGNC
BMPR2	HGNC
FGF10	HGNC
FSTL1	HGNC
TAGLN	HGNC
FEZ1	HGNC
LZTS1	HGNC
DEFB1	HGNC
DEFB103A	HGNC
DEFB4A	HGNC
DPEP2	HGNC
MBD1	HGNC
MBD2	HGNC
MBD3	HGNC
CCR1	HGNC
CD1A	HGNC
CD244	HGNC
NFKBIA	HGNC
CGB3	HGNC
ECE1	HGNC
IFI44	HGNC
IRAK2	HGNC
IRAK3	HGNC
IL1R2	HGNC
IL18RAP	HGNC
KIR3DL1	HGNC
KIR3DL2	HGNC
KIR3DL3	HGNC
KIR2DL1	HGNC
KIR2DL4	HGNC
KIR2DS4	HGNC
KLRB1	HGNC
HLA-DMB	HGNC
MAPK13	HGNC
PLD3	HGNC
PROK1	HGNC
PRR5	HGNC
PRKCQ	HGNC
PPP2R2A	HGNC
TLR10	HGNC
CAMP	HGNC
NRP2	HGNC
TSPAN7	HGNC
CDV3	HGNC
NKX2-5	HGNC
ACADL	HGNC
ATG4B	HGNC
IRS1	HGNC
MKRN1	HGNC
MYH6	HGNC
MYH7	HGNC
MYL2	HGNC
NEDD4	HGNC
NCOR1	HGNC
PPARD	HGNC
PLN	HGNC
PDK4	HGNC
RNF5	HGNC
TTN	HGNC
TCAP	HGNC
TRIM55	HGNC
TRIM63	HGNC
REL	HGNC
IER3	HGNC
CSTB	HGNC
CST3	HGNC
HSPB8	HGNC
PTPN22	HGNC
FANCD2	HGNC
NAE1	HGNC
ATG12	HGNC
NEDD8	HGNC
RBBP8	HGNC
UBD	HGNC
UBE2C	HGNC
UBE2E1	HGNC
UBE2E2	HGNC
UBE2K	HGNC
UBE2L3	HGNC
UBE2N	HGNC
UBE2T	HGNC
UBA2	HGNC
UBA3	HGNC
UBE3A	HGNC
URM1	HGNC
USP13	HGNC
USP5	HGNC
TNFRSF14	HGNC
TNPO3	HGNC
KLRG1	HGNC
S1PR1	HGNC
IFNA4	HGNC
PMAIP1	HGNC
SDHC	HGNC
CCL4L2	HGNC
CD27	HGNC
FAS	HGNC
HGF	HGNC
IMP4	HGNC
MICB	HGNC
IPO4	HGNC
SPPL2B	HGNC
SCN3A	HGNC
ABCA5	HGNC
AFAP1-AS1	HGNC
CRNDE	HGNC
FOXO1	HGNC
MMP26	HGNC
NLK	HGNC
SNHG1	HGNC
TCF4	HGNC
TCF7	HGNC
TMEM238L	HGNC
CEBPA	HGNC
DNMT1	HGNC
DNMT3A	HGNC
DNMT3B	HGNC
VPS54	HGNC
MMP14	HGNC
NFAT5	HGNC
DMD	HGNC
EIF4G3	HGNC
FOLR1	HGNC
HRH2	HGNC
LSM3	HGNC
STUB1	HGNC
UPF2	HGNC
ENO1	HGNC
HSPB1	HGNC
HSPB2	HGNC
HSPB3	HGNC
HRH1	HGNC
PSMD2	HGNC
VKORC1	HGNC
FKBP1B	HGNC
PDAP1	HGNC
RCAN3	HGNC
RP9	HGNC
LPIN1	HGNC
METTL9	HGNC
NFATC1	HGNC
NFATC2	HGNC
NFATC4	HGNC
PPIG	HGNC
PPIH	HGNC
REG3A	HGNC
RCAN1	HGNC
ELOVL6	HGNC
FOSB	HGNC
APOBEC3B	HGNC
CNR1	HGNC
CUL2	HGNC
CCND3	HGNC
CDKN2C	HGNC
CDA	HGNC
EGR1	HGNC
FADS2	HGNC
FUT4	HGNC
NID1	HGNC
PRPH	HGNC
PCYT1A	HGNC
PEMT	HGNC
SCD	HGNC
SERP2	HGNC
TCP1	HGNC
TUBB3	HGNC
DDX17	HGNC
DDX19A	HGNC
DDX19B	HGNC
DDX24	HGNC
DDX25	HGNC
DDX28	HGNC
DDX31	HGNC
DDX41	HGNC
DDX46	HGNC
DDX47	HGNC
DDX21	HGNC
DDX39A	HGNC
DDX39B	HGNC
GLE1	HGNC
MIF4GD	HGNC
NXF1	HGNC
NUP214	HGNC
NUP62	HGNC
SAP30	HGNC
EIF2AK1	HGNC
HDAC3	HGNC
MANBA	HGNC
VWF	HGNC
POLA1	HGNC
SLC36A4	HGNC
CTSZ	HGNC
PLIN1	HGNC
BAD	HGNC
BID	HGNC
DDIT3	HGNC
NLRX1	HGNC
RASGRF1	HGNC
APAF1	HGNC
CASP4	HGNC
CDC25C	HGNC
CHEK1	HGNC
CHEK2	HGNC
C20ORF144	HGNC
EIF2S1	HGNC
EPRS	HGNC
SYNCRIP	HGNC
ZCRB1	HGNC
CAMKK2	HGNC
EEF1G	HGNC
BACH1	HGNC
RAD51	HGNC
CDK5	HGNC
CDK5R1	HGNC
PALB2	HGNC
PTGS1	HGNC
SOD2	HGNC
UCP1	HGNC
UCP2	HGNC
UCP3	HGNC
ATP5PB	HGNC
S100A10	HGNC
TRAP1	HGNC
TIGAR	HGNC
CAPZB	HGNC
ERP29	HGNC
EIF5A	HGNC
IMPDH2	HGNC
MAPRE1	HGNC
NUDT16L1	HGNC
PRDX4	HGNC
PDE6D	HGNC
PGAM1	HGNC
PSMD13	HGNC
PSME3	HGNC
PSMA3	HGNC
RPSA	HGNC
SUMO1	HGNC
SUMO2	HGNC
SUMO3	HGNC
TPT1	HGNC
YWHAB	HGNC
GPR26	HGNC
RBM14	HGNC
HNRNPL	HGNC
HIST3H3	HGNC
INPP5E	HGNC
MEG3	HGNC
MED23	HGNC
NONO	HGNC
PAX2	HGNC
PAX5	HGNC
PAX6	HGNC
PFDN4	HGNC
RUNX1	HGNC
SFPQ	HGNC
TRIM68	HGNC
UCA1	HGNC
KRT18	HGNC
FOXA2	HGNC
TRAF3	HGNC
DES	HGNC
TLR1	HGNC
VIL1	HGNC
GSTM1	HGNC
SERPINA1	HGNC
NTS	HGNC
ERGIC3	HGNC
IL32	HGNC
PSMF1	HGNC
SLC2A2	HGNC
SLC5A1	HGNC
ABCG2	HGNC
COL4A5	HGNC
SLC17A1	HGNC
SLC2A6	HGNC
SLC2A9	HGNC
SLC22A12	HGNC
MUCL1	HGNC
CTH	HGNC
CBS	HGNC
MPST	HGNC
HP	HGNC
RGS11	HGNC
RGS9	HGNC
RGS9BP	HGNC
RPL4	HGNC
RPS15	HGNC
RPS23	HGNC
UXT	HGNC
SRPK1	HGNC
ZFP36	HGNC
AEN	HGNC
CDK9	HGNC
EIF4H	HGNC
FEN1	HGNC
HNRNPUL1	HGNC
KPNA4	HGNC
KDM4A	HGNC
PABPC4	HGNC
PABPN1	HGNC
RAE1	HGNC
SRSF3	HGNC
SF3B2	HGNC
CNP	HGNC
NF2	HGNC
TSEN54	HGNC
TTC4	HGNC
TRIP13	HGNC
EEF1A2	HGNC
GIP	HGNC
PSORS1C2	HGNC
GATA3	HGNC
PRDM1	HGNC
ZEB1	HGNC
NOD1	HGNC
NOD2	HGNC
PRTN3	HGNC
IFNL4	HGNC
RPL30	HGNC
SDHA	HGNC
SNRPD3	HGNC
KLF6	HGNC
AREG	HGNC
ARRDC4	HGNC
ASNS	HGNC
CREB5	HGNC
DCTD	HGNC
DHRS2	HGNC
HSPA1A	HGNC
HIST1H2AC	HGNC
HMBOX1	HGNC
IL1RL1	HGNC
LRRC2	HGNC
MAP3K4	HGNC
MEF2C	HGNC
NELFE	HGNC
NEURL3	HGNC
NEXN	HGNC
PHGDH	HGNC
ZNF750	HGNC
CEBPZ	HGNC
ADH1A	HGNC
ALDH1A1	HGNC
CYP20A1	HGNC
FDPS	HGNC
FDFT1	HGNC
GGPS1	HGNC
MMP15	HGNC
BCL2L2	HGNC
GOLGA1	HGNC
MITF	HGNC
NUDT2	HGNC
SGTA	HGNC
CMTR1	HGNC
COASY	HGNC
FBL	HGNC
TPH1	HGNC
CD6	HGNC
UBXN1	HGNC
UBXN6	HGNC
GRIA3	HGNC
TCOF1	HGNC
HLA-F	HGNC
BIK	HGNC
CSK	HGNC
NIM1K	HGNC
ROS1	HGNC
XRCC6	HGNC
DYRK1A	HGNC
SPI1	HGNC
TMOD1	HGNC
FBXW11	HGNC
NGLY1	HGNC
C4BPB	HGNC
GANAB	HGNC
DNAJB9	HGNC
MLXIPL	HGNC
ORMDL3	HGNC
ATF5	HGNC
ATF6B	HGNC
AGR2	HGNC
CREB3L1	HGNC
CREB3L3	HGNC
CREB3L4	HGNC
CASP2	HGNC
COPA	HGNC
CYBB	HGNC
ITPR1	HGNC
ITPR2	HGNC
ITPR3	HGNC
MBTPS2	HGNC
PDIA4	HGNC
PPP1R15B	HGNC
RIPK2	HGNC
RYR1	HGNC
RYR2	HGNC
TNFRSF17	HGNC
C1QB	HGNC
MMRN1	HGNC
AUTS2	HGNC
H19	HGNC
SIN3A	HGNC
ZFP57	HGNC
ACTC1	HGNC
AHRR	HGNC
BDNF	HGNC
CRH	HGNC
CDKL1	HGNC
CYP1A1	HGNC
DLX5	HGNC
EN2	HGNC
GAD1	HGNC
IGF2	HGNC
IGFBP3	HGNC
LIN7A	HGNC
LIN7B	HGNC
MEST	HGNC
MECP2	HGNC
MYO1G	HGNC
OXTR	HGNC
PEG3	HGNC
PLXNA2	HGNC
PCDH7	HGNC
PCDHB1	HGNC
SNRPN	HGNC
TLL1	HGNC
UBR1	HGNC
CLTC	HGNC
BAG6	HGNC
GPANK1	HGNC
ENGASE	HGNC
PTBP3	HGNC
C6ORF47	HGNC
HAMP	HGNC
DHX33	HGNC
PYCARD	HGNC
CTSA	HGNC
CTSD	HGNC
SCARB2	HGNC
DCC	HGNC
DEPTOR	HGNC
ENPP2	HGNC
PEBP1	HGNC
PDIA3	HGNC
STOML2	HGNC
CTDSPL	HGNC
EDEM1	HGNC
ACBD3	HGNC
ACSL3	HGNC
BIN1	HGNC
COPB1	HGNC
COPB2	HGNC
CYP19A1	HGNC
LMAN1	HGNC
MVD	HGNC
NPFF	HGNC
PI4KB	HGNC
STK3	HGNC
STMN1	HGNC
NEU3	HGNC
RBM24	HGNC
TMEM8A	HGNC
FYN	HGNC
NDUFA9	HGNC
PDLIM7	HGNC
RB1CC1	HGNC
SVOPL	HGNC
UVRAG	HGNC
ALPK3	HGNC
ATG101	HGNC
ATG13	HGNC
ATG14	HGNC
COQ9	HGNC
CCNB1	HGNC
CNTD2	HGNC
CINP	HGNC
GCGR	HGNC
NEU2	HGNC
PIK3R4	HGNC
PYCR1	HGNC
RIPK1	HGNC
RIPK3	HGNC
ZNF205	HGNC
AOX1	HGNC
MT4	HGNC
PSG3	HGNC
RANBP2	HGNC
RAN	HGNC
TAF12	HGNC
TAF5	HGNC
CCNQ	HGNC
SUMO4	HGNC
LAGE3	HGNC
CAST	HGNC
C5AR1	HGNC
NHP2	HGNC
XRCC5	HGNC
KAT2B	HGNC
KAT5	HGNC
PGR	HGNC
CSAD	HGNC
NEU1	HGNC
SLA	HGNC
SLA2	HGNC
TBX21	HGNC
IL17F	HGNC
IL35R	HGNC
TNFRSF18	HGNC
ACPP	HGNC
IL23R	HGNC
CLEC11A	HGNC
TNFSF10	HGNC
PDGFB	HGNC
LSM5	HGNC
BCOR	HGNC
MUC7	HGNC
ATP6AP2	HGNC
CMA1	HGNC
LNPEP	HGNC
PREP	HGNC
PRCP	HGNC
POLH	HGNC
POLI	HGNC
POLQ	HGNC
GSX1	HGNC
RAD18	HGNC
MLH1	HGNC
CNIH2	HGNC
DNASE1L3	HGNC
SCFV	HGNC
TPO	HGNC
HHK	HGNC
LIPT1	HGNC
ATF1	HGNC
MAP2K3	HGNC
MAP2K6	HGNC
PRKCA	HGNC
RPS6KA1	HGNC
TRIB3	HGNC
SOX8	HGNC
ENG	HGNC
CLPS	HGNC
PRL	HGNC
POMC	HGNC
SERF1A	HGNC
SERF1B	HGNC
SPRR2A	HGNC
ARIH1	HGNC
IL27RA	HGNC
RAG2	HGNC
GRAP2	HGNC
NOX4	HGNC
SLC11A1	HGNC
CLEC2D	HGNC
TAPBP	HGNC
